id,description,host_listings_count,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,instant_bookable,cancellation_policy,has_house_rules,host_gender,accommodates_catg,guests_included_catg,minimum_nights_catg,host_listings_count_catg,bathrooms_catg,bedrooms_catg,beds_catg,security_deposit,extra_people,yield
547367.jpg,"Large furnished Studio with cosy feel tucked away behind Upper Street in the gorgeous backstreets of Highbury & Islington/Angel, close to fantastic bars cafes, restaurants, parks, markets, and the canal. The studio features a separate fully-equipped kitchen with washing machine; lovely garden (a proper one!) with large table and chairs; spacious main room with laminate flooring, a wooden table and three chairs, sofa, piano, some guitars and a large double bed; wireless broadband and thermostat controlled heating. Bed linen, towels, coffee, and tea provided. Perfect for singles or couples.   I'm very proud of my neighbourhood (and of London in general) and would be happy to recommend all that London has to offer from a Londoner's point of view! 6 minute walk to Highbury & Islington tube (one stop to Kings Cross/St. Pancras International; only eight minutes to Oxford Circus) and Overground (only a few minutes' ride eastbound to trendy Dalston, Hoxton, and Shoreditch; and only couple stop",1.0,Islington,51.54349000000001,-0.10468,f,apartment,entire_home/apt,2,1.0,1.0,1.0,1,3,f,strict_14_with_grace_period,1,male,2,1,3,1,1,1,1,150.0,20.0,79.38
547803.jpg,"Great 1-bed flat in new development in the lovely De Beauvoir area, located in a tranquil spot between the hustle and bustle of Angel/Islington, Shoreditch and Dalston. The flat is very bright being on the 7th floor and it boasts fantastic views of the city. It features one double-bedroom, a study, a living/dining area with annexed spacious kitchen (including dish-washer), a bathroom and a balcony overlooking a beautiful park. There's a supermarket right next to the building, as well as a few lovely coffee shops and restaurants within 3-5 mins walk. There are buses right outside which take you to London Bridge, St Paul's cathedral (across from the South Bank and Tate Modern), the city centre and the West End within 15-30 mins. There is also easy access to public bikes (Santander Bikes) in the nearby Shoreditch Park, only a couple of minutes away. The flat is just a minute walk from Regent's canal, which connects East to West London and provides easy access to local gems like Broadway M",1.0,Hackney,51.53764,-0.08473,t,apartment,entire_home/apt,2,1.0,1.0,1.0,1,3,f,moderate,1,male,2,1,3,1,1,1,1,100.0,0.0,39.0
548106.jpg,"A good sized double bedroom with everything you need to feel at home and perfectly situated to access the rest of London. (Please read entire listing before booking!!) My East London flat is based in Plaistow/Canning Town, Zone 3/2.  It is a 10-15min walk to Canning Town Tube station, where you can be in central London in 15mins. The apartment itself is located on a quiet residential road although a two minute walk will bring you to a host of supermarkets, health centres, banks, bakeries,restaurants, cafes, churches and shops. Transport is excellent and this is the perfect location to experience both central london and the historical, multi-cultural East-End..  The flat is tasefully decorated with a double bedroom, fully stocked kitchen, living room complete with flat screen, DVDs, books, massive sofa and the likes.  Please note my home is small but perfectly formed and as such would be best for 1-2 people max.  THE AREA: This apartment is located in Newham, East London, home of the 20",2.0,Newham,51.52184000000001,0.0211,f,apartment,private_room,2,1.0,1.0,1.0,2,2,t,strict_14_with_grace_period,1,female,2,2,2,2,1,1,1,500.0,0.0,18.33
549033.jpg,"You will have use of the whole of a lovely one bedroom garden apartment in a character Edwardian house. It is located in splendid and peaceful Grove Park in the beautiful Denmark Hill area of South London. The area is in zone 2 and has easy transport links to anywhere in London. The flat consists of a spacious living room with high ceilings and a bay window. The living room has original wooden floorboards and a fire place with a recently installed multifuel stove which is lovely to get going on chilly nights (there is of course also central heating throughout). It also features a sofa bed if your group consists of 3 or 4 persons. The kitchen is small but fully-equipped including a grill, oven/cooker, electric kettle, coffee plunger and fridge/freezer and a washing machine. The small but modern bathroom has a powerful shower over the bath. The sunny bedroom has French doors opening and looking out onto the small but lovely garden which is for private use. There is street parking availab",1.0,Southwark,51.46786,-0.08132,t,apartment,entire_home/apt,4,1.0,1.0,0.0,2,5,f,strict_14_with_grace_period,1,female,3,2,3,1,1,1,0,0.0,8.0,51.3
549281.jpg,"Nice Double bedroom available. It has a comfy double bed, two chests of drawers, night table. Private bathroom (not en-suite). My flat is situated on a 5th floor right by the river Thames, with a view of the river from the room, and the area is a very quiet and residential, with a lot of green areas. Kitchen is available only for breakfast (included), with a Dolce Gusto coffee machine for you to help yourself. In the evenings, you're very welcome to have dinner with us at no extra cost. Let us know what you'd like in advance. Transportation is 20 min. to Westminster with the Jubilee line, also 20 min. to Stratford for Westfield City shopping center. There's a great walk along the river, and if you like you can walk up to Tower Bridge and beyond, or take one of the buses and or tube and get anywhere in London in a short time. WiFi is available free of charge. A netbook is also available for guest use at no extra charge. Hairdryer and toiletries available.  Fresh bed linen and towels pro",1.0,Southwark,51.5009,-0.03273,t,apartment,private_room,2,1.0,1.0,1.0,2,3,f,moderate,1,male,2,2,3,1,1,1,1,0.0,10.0,2.7
549299.jpg,"The blue room is light and spacious with a comfortable king bed located on the first floor of this Victorian period property. Next to the living room and one of two luxury bathrooms. The room is supplied with bed linens, towels,  hair dryer and facilities to make your own coffee or tea, It is spacious and has plenty of storage.  The house is away from the main road.  Ideal to relax after a hectic time exploring London,   Look forward to meeting and hosting you. The Blue Room is spacious and calm, on the first floor with lovely wooden floors and views over the garden, it is quiet and secluded and perfect for relaxing after a day exploring the sights. Located next to the living room and on the same floor as one of our two luxury guest bathrooms. The large family kitchen/dinner is backs onto the garden on the ground floor Please browse the other rooms: Serene-, Piano -, and Classic Red Room, which are ideal for a big family or group to stay together under one roof.  All the 4 rooms accomm",4.0,Lambeth,51.44605,-0.12151,t,other,private_room,2,2.0,1.0,1.0,1,1,t,strict_14_with_grace_period,1,female,2,1,1,3,2,1,1,0.0,55.0,20.0
549959.jpg,"Book 7 nights and the 7th night is free You cannot book this room for a third party No children Large 5 bedroom family house, sharing with sociable family and well-behaved small dog and cat. Bathroom with power shower; fully equipped kitchen, dining area and two lounges with large TVs - all for you to use. Pleasant patio and large garden.  We have two single bedrooms available.  You can book this bedroom or the other bedroom is here: https://www.airbnb.co.uk/rooms/512882 You will have a shelf for food and your own small fridge. Enfield Town is a self-contained town in the suburbs of North London. Has a shopping mall, cinema, leisure centre, restaurants,bars, pretty river, and parks. Close to M25 and A1. Enfield Chase train station 5 minutes walk away and then a 40 minute train ride into central London. We are in zone 5 and you can use an Oyster card. We will give you detailed travel instructions from all the London airports.  We have a second guest room which can be viewed and booked h",2.0,Enfield,51.6577,-0.09263,t,house,private_room,1,1.5,1.0,1.0,1,3,t,strict_14_with_grace_period,1,unknown,1,1,3,2,2,1,1,100.0,0.0,25.5
550146.jpg,"Located just behind Hoxton Square in Shoreditch, and a stone's throw from Shoreditch's nicest public tennis court(!), this friendly flat is your perfect London home away from home. With large south-facing windows and a small balcony overlooking a big, green communal area, the flat is very light and airy. A newly remodelled, fully-equipped kitchen opens to the living room which contains a cozy sofa/TV area and a dining area. The bedroom has a double bed, a small desk and a small wardrobe.  There's a separate WC and a bathroom with a tub/shower.  Clean linen and towels will be provided as well as household basics. The flat is actually a 2-bedroom flat, but I'm renting it out as a one bedroom flat and reserving the other bedroom for my own use when I'm not renting out the flat. You will have the whole flat to yourself when you're there, just without access to my bedroom. It is possible (though not super comfortable) to sleep 3 people in the flat as there is an ingenious foot stool in the ",1.0,Hackney,51.52933,-0.08131,f,apartment,entire_home/apt,3,1.0,1.0,1.0,2,2,f,strict_14_with_grace_period,1,female,3,2,2,1,1,1,1,0.0,15.0,179.55
550486.jpg,"Total refurbishment has been undertaken, we have new everything!  Our spacious, bright converted warehouse just off Dalston High Street provides easy 24 hr access to central London, although there's no need to stray too far as Dalston itself has so much to offer! The room for rent is a beautiful, bright double. Walking distance from the Dalston Rio cinema, two overground stations, multiple bus stops (24 hour buses), a great street market and shot away from Stratford, Liverpool Street Station and buzzing East London: this makes a perfect base for any trip to London, night and day.  The 2nd floor flat is a conversion of a Victorian commercial warehouse and benefits from unusually large loft-like spaces. There are four bedrooms and three bathrooms, with newly refurbished kitchen and adjoining living room. Being at the end of the terrace, the flat is full of light with 12 large windows.  The bedroom to let is approximately 10sqm and contains 1 double bed, wardrobe and chest of drawers.  Da",2.0,Hackney,51.54928,-0.07584,t,apartment,private_room,2,2.0,1.0,1.0,1,2,t,moderate,1,unknown,2,1,2,2,2,1,1,76.0,20.0,49.41
550492.jpg,"Our home is bright, homely and spacious, flowing perfectly for entertaining and relaxing. Featuring open plan living over 2 floors, our home is a convenient 5 minute walk from historical Alexandra Palace and 20 mins from Central London Property has 2 floors; First floor includes 2 bedrooms, large open plan kitchen diner, television room including a double sofa bed, family bathroom with WC and a pretty roof terrace with lovely views. Perfect for Al Fresco dining and barbecues. Second floor features open plan kitchen, dining / living area with a sofa bed, king size bedroom area and a recently installed en suite shower room with WC Both floors feature Full Sky Entertainment package and Wi-Fi Additional information; House is next door to golf course and family park with cafe,tennis courts and kids playground. Opposite the house are independent, award-winning cafes, delis, and a popular gastropub. Among them is a fantastic ceramic painting studio perfect for families.  A 10 minute walk from",1.0,Haringey,51.59994,-0.13742,t,house,entire_home/apt,8,2.0,3.0,5.0,5,3,f,strict_14_with_grace_period,1,male,3,3,3,1,2,3,3,0.0,20.0,26.82
550570.jpg,"Iu Spacious warehouse in Hackney Wick situated at only 5 min from the Olympic stadium/park and the overground station. Rich of light: Wide windows with view over the stadium and the regent canal. Unconventional large studio, ideal for a cosy  adventure in the heart of the artistic eastend. Facilities: -Wireless Internet -Laundry -Kitchen -Futon Bed -Bath ( within the openspace) -Toilet 1 (separeted shared)",1.0,Tower Hamlets,51.54247,-0.02175,f,other,entire_home/apt,2,0.5,1.0,1.0,1,3,f,moderate,1,female,2,1,3,1,0,1,1,150.0,0.0,5.4
550805.jpg,"Retreat from busy London to this cute 1 bedroom, self-contained flat, with it's own private garden. My place has 1 bedroom, a lounge, a big kitchen & bathroom. The flat has all mod-cons: internet/tv/dvd/cd/washing machine/microwave etc, and a great garden with a seating area and barbeque. It's very close to East Dulwich overground, which is 12 minutes from London Bridge station, so very handy to get into the West End (30 minutes). There are also many local immunities including 2 leisure centers with swimming pools, several parks, a cinema and great shopping. As well it's 10 minutes walk from the fashionable Lordship Lane, which has many cafes, restaurants and bars. The flat is self-contained, so it's all yours. Private garden included! Very communicative on the build up to their arrival, like to meet them and show them the flat, then I respect their privacy and leave them alone, unless they want to contact me for anything. There's so much going on locally, in hipster Peckham, and lovel",1.0,Southwark,51.46807,-0.07371,f,apartment,entire_home/apt,2,1.0,1.0,1.0,1,5,f,flexible,1,unknown,2,1,3,1,1,1,1,0.0,20.0,28.16
551871.jpg,"i am a clean, honest and friendly person looking to share my apartment with anyone who is visiting London. You will have your clean, sunny  and comfortable double bedroom for yourself. Sharing kitchen, bathroom and lounge. My apartment is ideal for easy access to the Canary Wharf, O2 Arena, Excel Exhibition Centre, the City of London and West End. My modern  apartment in East London is situated in   Whitechapel and 10 minutes away from Shoreditch. The undergrounds stations are close by and it provides an easy access to Tower Bridge, Spitalfield market, Brick Lane, Columbia flower market, Liverpool Street ,Canary Wharf, City airport, Bank and St. Pauls.  Located in an impressive historical brewery residential building between Whitechapel and the City. A few minutes away from the public transports link (Underground, Overground and Bus). The apartment has been completely renovated recently.  The District, City & Hammersmith, Central and East London lines as well as the shops and restauran",2.0,Tower Hamlets,51.52236,-0.05207,t,apartment,private_room,1,1.0,1.0,1.0,1,3,f,moderate,1,male,1,1,3,2,1,1,1,100.0,15.0,1.95
552257.jpg,"* Walk to the London Eye and cross Westminster Bridge to Big Ben and the houses of parliament. * Waterloo station 4 min walk - 4 tube lines + overground trains.  Major transport hub so super easy to travel in any direction. * Walk to famous theatres - The Old Vic, The Young Vic, South Bank Centre, Royal Festival Hall, National Theatre, Queen Elizabeth Hall. * 275 sq meters arranged over 3 floors.  This is large for a London flat. *  Private balcony and BBQ. This extra spacious home is spread out over three floors of a period, high-street property and offers an amazing 275 square meters of living space.  Enjoy the calm and pleasing tones of this comfortable home - the perfect place to rest and recharge after a busy day in London.   LIVING ROOM The living room is on the first floor and offers sofa and armchairs, dining table and chairs for six, TV and Wifi. BEDROOMS There are three light and bright bedrooms all with comfortable beds, attractive honey coloured floor boards and built in st",19.0,Lambeth,51.50196,-0.1071,t,apartment,entire_home/apt,6,2.0,3.0,3.0,1,2,f,strict_14_with_grace_period,1,unknown,3,1,2,3,2,3,3,200.0,0.0,351.0
553233.jpg,"One bedroom fully furnished to a high standard victoria conversion flat. Lounge, big kitchen, separate bathroom with shower over bath, king size bedroom. Use of back garden. The flat comes with flat screen tv and satellite in all rooms including kitchen,Internet and broadband. 10min walk to both Brixton and Clapham common station. 5min walk to Tesco supermarket. 15min on the bus to west end. Bus stop 2min walk away. Plenty of parking space outside the house. The flat is also 1hour after peak time to Gatwick airport and 30min after peak time to Heathrow airport. Cleaning and breafast service available on request.",2.0,Lambeth,51.46159,-0.12293,t,apartment,entire_home/apt,3,1.0,1.0,2.0,1,3,f,moderate,1,female,3,1,3,2,1,1,2,130.0,0.0,10.4
553501.jpg,"Our Victorian family home is on a quiet street 100m from a tube station in Highbury, zone 2.  The bedroom is a quiet, green retreat from the city with super king, comfortable bed & its own balcony with table and chairs. Shared bathroom. We offer city living, good local restaurants, fast transport and home comforts. We offer a light and airy guest room with comfortable pocket sprung mattress on a massive bed.   French doors lead to your own private sun deck (table and chairs provided!). There is a wardrobe, bedside light, shelves, and a hairdryer.  Down five steps is the large shared bathroom with shower, wash basin, WC and bidet.  There is a separate WC on the ground floor. If this space is booked for your dates, why not take a look at our other listing ""huge loft, gorgeous private bathroom, great views"". We offer super fast WiFi, private sundeck. We are unable to offer breakfast or cooking facilities but you are welcome to make tea and coffee in the kitchen. We are 100m from Blighty c",3.0,Islington,51.56167,-0.10672,t,house,private_room,2,1.5,1.0,1.0,1,3,f,strict_14_with_grace_period,1,male,2,1,3,3,2,1,1,0.0,0.0,76.0
553543.jpg,"Two-bedroomed Apartment situated close to all amenities and travel links in Kensington, London.  Situated in a purpose built block, the property comprises a large reception room with a door to balcony, smart kitchen, bathroom/shower, separate W/C.  There are many features that would appeal to a short term visitor to London including:  - Closeness to travel links– 5 minutes walk from West Kensington Underground and Kensington Olympia Underground and Overground Stations connecting to all key London landmarks.  Cromwell Road and High Street Kensington are all within 5 minutes walk with a myriad of bus routes - Closeness to shops and amenities – a short walk from Earls Court and High Street Kensington - High Speed Wireless throughout the Apartment - Newly Furnished –new furniture throughout the entire apartment - New Kitchen Appliances – Oven, fridge freezer, microwave - Bright spacious rooms comprising double bed, plenty of built in wardrobe space, desk, cabinets etc with laminate floorin",1.0,Hammersmith and Fulham,51.49033,-0.20672,t,apartment,private_room,2,1.0,1.0,1.0,1,14,f,moderate,1,unknown,2,1,3,1,1,1,1,300.0,0.0,1.1
554454.jpg,"Vary spacious and bright double bedroom in a clean and modern two-bed flat within easy walking distance to Greenwich Village.  You will have your own private bathroom and are welcome to share the kitchen and living room with me.  The apartment is tidy, clean and nicely laid out with the two bedrooms at opposite ends for maximum privacy. Hi, I'm Karoline and I'm hoping to rent out my guest room to some lovely people this summer.  I'm a research analyst and work in the City and have lived in this flat for seven years now. THE FLAT You're looking at a vary spacious and bright double bedroom in a clean and modern two-bed flat within easy walking distance to Greenwich Village.  The flat has wooden floors throughout, tiled in the kitchen area and cream carpet in the bedroom.  It's tidy, clean and nicely laid out with the two bedrooms at opposite ends for maximum privacy.  The flat is situated in a modern complex inhabited mostly by young professionals working in the nearby Canary Wharf finan",1.0,Lewisham,51.47325,-0.02275,f,apartment,private_room,2,1.0,1.0,1.0,1,2,f,moderate,1,female,2,1,2,1,1,1,1,75.0,7.0,19.8
554694.jpg,"Strictly single occupancy (one person) in clean, cozy and comfortable 1920s apartment.  Between Liverpool Street Station and Aldgate East Tube Station. A condition of booking with me is a complete profile verification and preferably reviewed. My home is an excellent base to explore London and outlying districts from. Contact me for single night availability.  An oasis of calm right in the heart of 'Hipsterville'  in Spitalfields on the edge of The City. Clean, comfortable cozy double room for strictly single occupation. Zone 1 Location and history give you a real East London experience at my home in Spitalfields! A few minutes walk away is the world famous Petticoat Lane/Middlesex Street and Spitalfields markets. Spitalfields, once a fruit and vegetable market, is now a thriving contemporary art and fashion venue. Across the road from my apartment is the studio of the British artist Tracey Emin. However she is off to Margate soon!  Brick Lane, The Whitechapel Gallery and the internatio",1.0,Tower Hamlets,51.51858,-0.0741899999999999,t,apartment,private_room,1,1.0,1.0,1.0,1,2,t,strict_14_with_grace_period,1,male,1,1,2,1,1,1,1,0.0,15.0,162.0
555159.jpg,"Update: this is a 3rd floor flat and the lift is currently under repair.  No parties in the flat or pets please. Maximum guests 2 people. Entire flat is available to rent on the 3rd floor. The block has 11 flats and is a quiet place. There is a communal roof garden next floor up.  This property is close to Bethnal Green tube station and Cambridge Heath station.  As Cambridge heath station is 5 mins walk away there is a train line running next to the building. If you like train spotting this is an ideal place for you. Included:  • Fully equipped kitchen includes electric cooker, dishwasher. Dining table seats 4.  • Bathroom with bath & shower.  • Clean bed linen supplied • flat screen Freeview TV. Leather sofa.  • Music system for cds and to plug in ipod.  • Washing machine/dryer •Communal roof garden with tables and chairs  No smoking within the flat Transport:  • Tube: Bethnal Green tube station 10 minutes walk (Central line), direct route to Stratford Station for Westfield shopping c",1.0,Tower Hamlets,51.53403,-0.05705,f,apartment,entire_home/apt,2,1.0,1.0,1.0,1,3,f,strict_14_with_grace_period,1,female,2,1,3,1,1,1,1,100.0,0.0,14.0
555419.jpg,"Great room in a friendly and relaxed household. Some great bars and restaurants within easy reach and central London a short tube ride away. A comfy fully-furnished room to rent in a spacious three-bedroom house in the heart of Wanstead. The room has a window which overlooks the garden. A five minute walk to Wanstead or Snaresbrook tube stations. Both on the central line and approx 20mins by tube to Central London. Friendly and welcoming owners. Located in a quiet side street just off of the green, the loft double bedroom overlooks the quiet garden at the top of the house. The bedroom is fully furnished with double bed, wardrobe and small set of drawers. Full use of the kitchen, dishwasher and washer/dryer.  Free WiFi is available throughout the house. Lots of other amenities close by, including shops, bars and restaurants. The house is located near to Epping Forest and green parks.  Bed linen and towels will also be provided. Please note that smoking is not permitted inside the house ",3.0,Redbridge,51.57708,0.02168,t,other,private_room,2,1.5,1.0,1.0,2,1,t,moderate,1,female,2,2,1,3,2,1,1,100.0,25.0,31.11
556065.jpg,"Located bang in the middle of London's east-end quarter, and two minute's walk from Hoxton Overground station, this one-bedroom flat will suit a single or creative couple wanting to explore the likes of London's famous Columbia rd flower market and Broadway markets, and its famously diverse artistic communities. The flat is located in a block of twelve flats, with secure entry. The space itself is a wooden-floored, modern style, one bedroom apartment with a fully-fitted kitchen, a compact bathroom (no shower, but there is a bath) a separate loo, and living room overlooking one of Hackney's best kept secrets: the  bird-filled St.Mary's Secret Garden. Wireless Internet included.  I am looking for short term single or couple tenants for specified periods as shown in my calendar. ",1.0,Hackney,51.53356,-0.07436,t,apartment,entire_home/apt,2,1.0,1.0,1.0,1,14,f,strict_14_with_grace_period,1,male,2,1,3,1,1,1,1,0.0,0.0,1.2
556434.jpg,"Newly refurbished apartment with a view on Portobello road market. Very spacious and typical authentic  high ceiling Nottinghill Style. Large Lounge, dining room and kitchen area. Very quiet and great bed. Large 3D TVs and cable TV. 2 working fireplaces. Walking distance from all the famous bars coffee shops and restaurants in Nottinghill to hang out with celebrities in their natural environment.  Free Wifi. Very close (walking) to Tube station, parks, sight seeing spots, shopping and 5 mins from airport express train station. Can be converted to 2 bedroom with Kingsize airbed in lounge to sleep 4.",1.0,Kensington and Chelsea,51.51616,-0.20569,t,apartment,private_room,2,0.0,1.0,1.0,1,1,f,flexible,0,male,2,1,1,1,0,1,1,0.0,0.0,3.6
556542.jpg,"Fully renovated in 2016 and featured in a 10 page spread in the interiors magazine Living Etc, this is a lovely house to hang out in and has an abundance of natural light. Sonos is throughout downstairs. The house is also available to rent as a shoot location. With four different ways on public transport to get into central London within a 10 minute walk we have great accessibility no matter which part of the city you need to get to.  Towels included and day one breakfast is provided. Welcome! This space is unique because it is a beautifully renovated house with a lovely calm feel. Despite being in a super well connected part of London, you close the door and feel very quiet and relaxed. We are wider than the average London 5 bedroom house and so have lots of lovely lateral space for different parts of the family to hang out in.  The kitchen diner is obviously the heart of the home and is fully equipped with everything you need - double oven, fridge, freezer, hot water tap and a steam ",2.0,Wandsworth,51.44147,-0.1744099999999999,t,house,entire_home/apt,8,3.5,5.0,7.0,4,2,f,strict_14_with_grace_period,1,female,3,3,2,2,2,3,3,1000.0,15.0,150.0
556665.jpg,"We (myself, Andrew and our Cocker Spaniel Rolo) welcome you to enjoy a stay at our  furnished studio with double bedroom, lounge area and private bathroom. Views of London City landmarks can be seen from the large skyline windows in the bedroom, such as Canary Wharf, The London Eye and The Shard. The studio is situated on the top floor, allowing you all the privacy you need. We have a lovely garden with garden furniture that you are welcome to use. The bedroom & lounge area: is furnished with free wifi (!), a double bed, brand new mattress, bed linen, wardrobe, chest of drawers, shelving units, full length mirror, radio, bed settee, couch, coffee table, coffee/tea making facilities, plates and cutlery. The bedroom has large double skyline windows inviting sunlight into the room giving it an airy fresh feel.  The bathroom: nice and spacious, consists of a bathtub situated below a large skyline window allowing you the opportunity to look up at the clouds or watch the rain drops fall whil",4.0,Islington,51.57039,-0.11701,t,other,private_room,4,1.0,1.0,2.0,2,2,f,moderate,1,female,3,2,2,3,1,1,2,100.0,45.0,6.300000000000002
558664.jpg,"CENTRAL PRIVATE DOUBLE ROOM AVAILABLE IN MY FLAT.  I AM LOCATED A 3-5 MINUTE WALK TO CHANCERY LANE TUBE, 10 MINUTE WALK TO HOLBORN STATION,OR 5 MINUTES TO FARINGDON TUBE STATION (TRAINS FROM GATWICK AIRPORT RUN DIRECTLY TO FARRINGDON STATION): TRAVEL TIME FROM AIRPORT IS APPROX. 40 MINUTES (CHEAPER AND JUST AS FAST AS THE GATWICK EXPRESS)!  ALSO THERE ARE NUMEROUS BUSES JUST 2 MINUTES FROM THE DOOR. THE ROOM HAS A KING-SIZE IKEA BED, A SMALL WARDROBE AND LARGE TALLBOY CHEST OF DRAWERS. THE FLAT HAS FREE WI-FI AND KITCHEN FACILITIES  (LARGE ITALIAN OVEN, FRIDGE, AS WELL AS A BRAND NEW WASHING MACHINE WHICH YOU ARE FREE TO USE). THE BATHROOM NOW HAS A SHOWER OVER THE BATHTUB WITH GREAT WATER PRESSURE.   CLERKENWELL IS A VIBRANT AREA WITH LOTS OF CAFES, RESTAURANTS AND PUBS. ALSO THERE IS A WEEKLY (MON-FRI) MARKET SELLING FRUIT AND VEG, DISCOUNT TRENDY,  CLOTHING, TOP DESIGNER MAGAZINES, ITALIAN, FRENCH AND ENGLISH VOGUES, ETC. YOU ARE WALKING DISTANCE TO SOHO AND THE WEST-END WITH BUSES ",1.0,Camden,51.52177,-0.10959,t,apartment,private_room,1,1.0,1.0,1.0,1,3,f,strict_14_with_grace_period,1,female,1,1,3,1,1,1,1,100.0,20.0,42.78
558694.jpg,"Close to Central London and transport links. A bright, spacious flat with great views directly over Clapham Common, SW4 (park view) This stylish 2 bedroom flat is located close to city centre and the the City, with excellent transport connections to both.  You'll be situated in a charming residential area opposite the beautiful Clapham Common with its strong cafe and restaurant culture. A mix of period charm and modern design, the property which is found on the second floor, has great views and is finished to a high standard and is well presented with a large reception room, 2 sunny bedrooms and a smart bathroom. The flat has everything you could need during your stay in London * Living room - 18.6 x 14 * * 2 double bedrooms - 13 x 11.6 and 10 x 9* * Bathroom * * Fitted kitchen with microwave and washer/dryer * *wifi* All sizes approximate. * Fully furnished * * Ideal location, close to tube stations - Clapham Common and Clapham South * * Close to shops, restaurants, cinema and local a",2.0,Lambeth,51.45269,-0.1401099999999999,t,apartment,entire_home/apt,4,1.0,2.0,2.0,1,4,f,strict_14_with_grace_period,1,unknown,3,1,3,2,1,2,2,0.0,0.0,161.0
558798.jpg,"I have a smart period house in central Kennington on a beautiful Garden Square, close to River Thames and Lambeth Bridge. Big Ben can be seen and heard from the house. There are 2 bedrooms with a King and Double bed respectively and 1 bathroom. I do also have a sofabed in the living room, so if needed that could sleep 2 more (at extra cost). My home is in the perfect location for you to begin exploring London. Many of London's most famous sights are within walking distance. You can reach the Thames in 5 minutes and it is approximately 10 minutes from Parliament. Buckingham Palace, Waterloo, The Tate Modern, Globe Theatre and Chelsea are also all within walking distance. It is just a 3 minute walk to the Vauxhall Gay Village. The Oval Cricket Ground is also 1 minute away so if you are coming to watch the cricket this would be close by. The area has great transportation links, and there are 3 tube stations very close by. Vauxhall, Kennington, and Oval are all just a short walk away and g",2.0,Lambeth,51.48842,-0.11298,t,house,entire_home/apt,4,1.0,2.0,2.0,1,5,f,flexible,1,male,3,1,3,2,1,2,2,500.0,0.0,9.0
559415.jpg,"You will have your own part of the house with this lovely room and bathroom in a private mews. It is a double bedroom which has just been renovated and the bathroom comes with a bathtub with shower facilities and toilets. You have free access to wifi. You are 30 secs away from bus stop 19/4/236. Bus 236 will take you in 5 mins to Canonbury Station where you will find trains to go to the Olympic site. Bus 19 crosses London from Highbury to Battersea going through Piccadilly, Harrods, Sloane Sq, Kings road and bus 4 takes you to the City (St Paul's) and Waterloo.  The house is also within 5 minute walk to Arsenal tube Station (Piccadilly line taking you to all the main touristic places in London, in 10 minutes to Covent Garden for example). For football fans the stadium is reacheable within 8 mins. The house is surrounded by parks, shops and lovely restaurants (Italian, Argentinian, Mexican...) You are only a few steps away from the vibrant Upper Street, 1.5 miles of bars and restaurants",2.0,Islington,51.5606,-0.09814,t,house,private_room,2,1.0,1.0,1.0,2,1,f,strict_14_with_grace_period,1,female,2,2,1,2,1,1,1,78.0,0.0,62.05
559579.jpg,"You will fall in love with this maisonette in the heart of Highbury and Islington. Just have a look at the pictures, they talk for themselves.  This house  benefits from 2 bedrooms, 2 bathrooms, one sofa bed to sleep 2 and an amazing southfacing terrace. The kitchen is well equiped and the living room comes with a 56 inches flat screen. You are 30 secs away from bus stop 19/4/236. Bus 236 will take you in 5 mins to Canonbury Station where you will find trains to go to the Olympic site. Bus 19 crosses London from Highbury to Battersea going through Piccadilly, Harrods, Sloane Sq, Kings road and bus 4 takes you to the City (St Paul's) and Waterloo. The house is also within 5 minute walk to Arsenal tube Station (Piccadilly line taking you to all the main touristic places in London, in 10 minutes to Covent Garden for example). For football fans the stadium is reacheable within 8 mins.  The house is surrounded by parks, shops and lovely restaurants (Italian, Argentinian, Mexican...) You are",2.0,Islington,51.56005,-0.09939,t,other,entire_home/apt,6,2.0,2.0,2.0,4,3,f,strict_14_with_grace_period,1,female,3,3,3,2,2,2,2,390.0,40.0,78.74
559643.jpg,"Revive in a bright cheerful upscale apartment in the trendy part of East London. Savor the views from the private terrace and relish the clean lines, mid-century modern furnishings, and natural wood flooring of this comfortable open-plan oasis.",1.0,Newham,51.54785,-0.00536,f,apartment,entire_home/apt,2,1.0,1.0,1.0,2,2,f,strict_14_with_grace_period,1,unknown,2,2,2,1,1,1,1,700.0,0.0,171.35
559776.jpg,"Self-contained fully furnished one bedroom flat in contemporary style, available for short lets in a lovely residential area close to public transport and with good transport links into central London. The sitting room does have a sofa bed so it could accommodate more than two guests, but this flat is ideal for two guests. Beautiful and modern apartment, in a quiet and ideal location that has great public transport links into central London. It is a one bedroom flat, that sleeps 2. However, there is a sofa bed in the sitting room, so it could accommodate up to 4 adults (it would be a squeeze though!). Close to public transport (bus, underground and railway), shops (Northcote Road), restaurants (Chez Bruce) and leafy parks (Wandsworth Common is 50 metres away!). Amenities ------------- - Modern and fully equipped kitchen (microwave, dishwasher, washing machine & dryer) and bathroom with shower and bath - Cable TV (Full SKY package, including Sports and Movies) - WiFi broadband - Hairdry",1.0,Wandsworth,51.44875,-0.1605599999999999,t,apartment,private_room,2,1.0,1.0,1.0,2,4,t,moderate,1,male,2,2,3,1,1,1,1,100.0,25.0,98.79
